destination,month,duration_days,group_size,pace,total_budget_inr
Karnataka,5,5,8,Budget,42686.30745139899
Tamil Nadu,1,7,3,Moderate,76739.48293617586
Delhi,2,9,7,Moderate,165089.06139998586
Kerala,11,1,9,Moderate,28292.955106618814
Tamil Nadu,5,5,4,Moderate,62724.99278033445
Uttarakhand,6,3,7,Moderate,72806.53355877356
Himachal Pradesh,7,3,7,Moderate,63130.56586113514
Agra,2,11,9,Luxury,536892.8070451639
Kerala,10,2,3,Budget,10230.746991869895
Maharashtra,9,6,1,Budget,12623.983473523198
Uttarakhand,6,14,8,Luxury,1045754.5501323498
Kerala,2,6,4,Moderate,79548.70283741332
Tamil Nadu,2,3,2,Luxury,53920.491970271396
Goa,3,1,5,Luxury,47148.302681007415
Agra,1,7,4,Luxury,252971.3004215435
Kerala,9,2,1,Budget,3871.4677354231844
Delhi,10,8,7,Luxury,431763.3134741867
Karnataka,11,3,4,Moderate,44455.764885609235
Karnataka,4,1,8,Luxury,49131.935028856744
Agra,5,10,9,Budget,80619.79764327846
Tamil Nadu,7,9,8,Budget,83560.8764070998
Karnataka,1,5,1,Moderate,25165.729051610433
Kerala,3,1,8,Luxury,56652.13246489449
Maharashtra,3,10,5,Moderate,164095.80936770377
Himachal Pradesh,2,11,1,Luxury,138471.4746594535
Himachal Pradesh,8,6,9,Moderate,106234.56989402577
Uttarakhand,5,10,9,Moderate,231026.0032256236
Rajasthan,1,3,7,Moderate,79283.74900569083
Goa,12,11,7,Budget,173318.01054466155
Agra,2,4,1,Budget,5980.895320707436
Uttarakhand,1,8,9,Luxury,469352.0237747917
Rajasthan,6,5,1,Budget,7500.307063687968
Tamil Nadu,9,12,7,Moderate,169469.56779936576
Delhi,11,6,9,Budget,61854.408835772556
Delhi,7,10,9,Budget,91236.88936279624
Goa,5,4,5,Luxury,214107.18387757288
Karnataka,12,6,6,Moderate,103216.85320065304
Kerala,3,3,2,Budget,12708.374586220642
Uttarakhand,12,10,2,Budget,45861.67536713819
Uttarakhand,12,12,9,Luxury,810299.2177420562
Agra,8,1,1,Luxury,8343.274232418442
Agra,10,6,5,Moderate,61752.64574145883
Delhi,4,14,7,Luxury,698503.4474237079
Delhi,9,13,6,Moderate,189668.95347820508
Maharashtra,5,1,6,Moderate,19571.44125168293
Maharashtra,6,10,6,Budget,95857.48480909389
Karnataka,5,12,8,Budget,131271.43696191255
Maharashtra,10,3,7,Budget,33604.25448387154
Kerala,12,12,5,Budget,125893.35520594438
Kerala,11,8,2,Budget,48394.64609229363
Uttarakhand,7,7,6,Moderate,88919.16116293048
Himachal Pradesh,7,8,5,Budget,57573.120924601084
Kerala,1,10,4,Budget,103683.54503221766
Rajasthan,2,10,5,Budget,69910.06943860003
Delhi,7,2,9,Moderate,39992.41609524757
Agra,8,10,2,Luxury,186904.45437121103
Maharashtra,4,7,6,Luxury,436119.9245158275
Uttarakhand,6,14,9,Budget,146905.94175819727
Goa,11,4,5,Luxury,337768.92963848886
Agra,12,1,6,Moderate,18442.29681967041
Rajasthan,10,11,4,Budget,70457.33643162623
Maharashtra,3,3,5,Moderate,50700.93367612278
Rajasthan,7,5,8,Moderate,104610.1328884015
Delhi,11,14,1,Budget,25377.92172098529
Delhi,3,10,1,Moderate,30675.605216142903
Karnataka,11,8,4,Budget,65241.44744929531
Uttarakhand,7,2,3,Moderate,17537.892729610256
Agra,12,2,5,Luxury,76665.08159267144
Tamil Nadu,11,8,8,Luxury,475721.54015666514
Tamil Nadu,12,14,1,Luxury,144579.745559012
Agra,11,9,5,Moderate,130627.22048949833
Goa,8,10,5,Budget,79309.87382766602
Uttarakhand,3,13,2,Luxury,202042.7384888975
Rajasthan,2,13,5,Budget,86152.17866591518
Goa,12,1,8,Luxury,96892.87906941371
Himachal Pradesh,6,14,7,Luxury,1049561.0770266072
Agra,4,2,2,Moderate,10888.561681256833
Rajasthan,8,4,6,Luxury,196371.7306185116
Tamil Nadu,2,12,1,Budget,20869.287887196646
Kerala,4,3,3,Budget,14388.964808926808
Karnataka,2,1,6,Luxury,49780.09357975441
Tamil Nadu,2,4,9,Budget,39800.80635874038
Uttarakhand,2,11,1,Budget,15743.607642972253
Delhi,1,13,6,Budget,140056.66047400856
Kerala,4,11,2,Budget,35772.58843658962
Karnataka,2,2,9,Budget,17580.69980595257
Karnataka,9,10,2,Luxury,190500.33105972438
Himachal Pradesh,9,5,3,Budget,25417.558904632206
Himachal Pradesh,11,1,2,Budget,3392.4822024408095
Maharashtra,11,14,4,Luxury,702043.7997408675
Tamil Nadu,7,8,4,Moderate,101630.17887674324
Tamil Nadu,6,10,1,Budget,15714.837119434093
Tamil Nadu,12,2,8,Moderate,45485.0429361062
Maharashtra,3,11,5,Moderate,161116.4346362336
Goa,12,3,8,Luxury,345463.05924891005
Karnataka,7,3,6,Moderate,55967.3635734907
Kerala,1,4,2,Moderate,42658.789817616045
Uttarakhand,9,7,7,Moderate,111310.87355353367
Karnataka,4,13,9,Luxury,706088.8775358942
Himachal Pradesh,6,9,7,Budget,102907.49778655422
Rajasthan,6,3,5,Luxury,136221.17321290675
Delhi,11,1,4,Luxury,44508.574046731796
Maharashtra,3,11,8,Luxury,775259.0351350926
Agra,4,10,6,Budget,66278.64017362778
Rajasthan,11,1,5,Moderate,19422.519020154574
Uttarakhand,10,12,7,Budget,92015.41327783965
Tamil Nadu,3,11,3,Moderate,85213.5274498147
Himachal Pradesh,6,6,9,Budget,80587.04671025195
Himachal Pradesh,1,5,4,Luxury,182027.97314277882
Himachal Pradesh,8,10,4,Luxury,412544.926395446
Tamil Nadu,8,7,8,Moderate,104016.77669870746
Agra,9,7,6,Luxury,261835.36758576427
Maharashtra,6,3,1,Luxury,35266.761542940454
Rajasthan,1,7,2,Budget,35450.43778866452
Tamil Nadu,3,9,9,Moderate,148096.2297854398
Uttarakhand,1,8,6,Budget,51248.37444545991
Maharashtra,5,3,7,Budget,28628.659854571415
Uttarakhand,3,10,9,Luxury,506251.2403563518
Maharashtra,2,5,3,Budget,28566.679574193327
Agra,3,13,5,Moderate,134311.4383304327
Delhi,9,13,5,Luxury,514847.0174826187
Uttarakhand,11,14,7,Moderate,236917.0636091916
Tamil Nadu,8,8,2,Moderate,51628.943763801166
Maharashtra,3,2,4,Moderate,28183.345396806493
Himachal Pradesh,11,14,4,Moderate,178328.05020731795
Karnataka,2,14,8,Budget,129383.01065131775
Himachal Pradesh,5,7,3,Luxury,287350.05379266344
Goa,12,11,2,Budget,68434.83341899184
Delhi,12,10,9,Luxury,755762.565648272
Delhi,12,10,4,Budget,70732.36675869014
Himachal Pradesh,1,7,9,Luxury,452802.7292794472
Rajasthan,4,11,6,Moderate,189250.43430843588
Agra,8,12,1,Moderate,35265.23936737415
Uttarakhand,1,14,3,Budget,66633.8112638417
Tamil Nadu,5,13,7,Budget,120640.03532678777
Delhi,12,8,9,Moderate,181666.50321066278
Himachal Pradesh,4,1,8,Budget,9591.74064789869
Himachal Pradesh,6,8,5,Budget,92928.81209473955
Agra,7,14,8,Luxury,684520.8385205126
Agra,9,1,2,Luxury,17680.69220377957
Kerala,1,3,3,Luxury,162689.1055656437
Kerala,11,9,8,Budget,146695.01184190772
Rajasthan,10,4,9,Moderate,78810.9758447372
Rajasthan,4,10,8,Moderate,165996.88870007085
Goa,6,13,4,Moderate,210131.56698848467
Rajasthan,10,9,6,Moderate,159312.73418746886
Maharashtra,7,1,5,Luxury,51554.29210210504
Agra,7,8,4,Luxury,274423.70338650147
Tamil Nadu,8,3,9,Budget,25443.517261745325
Maharashtra,10,11,3,Moderate,107622.47461729878
Uttarakhand,8,7,1,Budget,11015.631572824312
Himachal Pradesh,8,2,7,Moderate,31698.20682437372
Rajasthan,8,13,8,Moderate,212098.9137412271
Himachal Pradesh,12,7,3,Budget,45607.446633375395
Delhi,8,7,3,Luxury,200464.38556097963
Goa,6,9,6,Budget,103424.95311024581
Delhi,9,2,2,Budget,5692.037391871335
Goa,3,8,6,Moderate,149203.11262255913
Kerala,6,5,5,Luxury,273800.6849525898
Himachal Pradesh,5,10,7,Budget,145263.38566165717
Goa,8,9,9,Luxury,722008.5174894538
Karnataka,4,8,9,Luxury,420798.0036492512
Maharashtra,4,3,1,Luxury,39434.07451173659
Goa,10,3,7,Luxury,180776.16008337997
Goa,11,11,3,Moderate,209557.99108991007
Maharashtra,10,12,4,Moderate,167634.5197498205
Himachal Pradesh,5,10,2,Moderate,105194.04423335473
Himachal Pradesh,11,8,1,Moderate,29751.2110690558
Maharashtra,6,9,3,Moderate,114543.08683242521
Delhi,11,2,9,Budget,19450.19811080205
Karnataka,4,3,1,Luxury,30218.74491310548
Tamil Nadu,2,14,3,Moderate,137201.41398855628
Uttarakhand,12,14,5,Luxury,806096.0165711554
Karnataka,12,8,3,Moderate,86878.25789827589
Himachal Pradesh,2,2,4,Moderate,22905.375538790613
Tamil Nadu,12,8,4,Budget,50806.58411264299
Kerala,3,5,1,Luxury,59673.633204588674
Rajasthan,2,6,6,Moderate,81655.71197633607
Goa,1,14,7,Moderate,511057.48430225544
Maharashtra,8,10,7,Budget,103546.80783297957
Maharashtra,12,12,6,Luxury,919229.9004189163
Goa,5,4,7,Luxury,250764.49142200092
Rajasthan,10,3,3,Moderate,24512.79980053015
Uttarakhand,1,8,5,Budget,56904.093780799914
Rajasthan,9,9,7,Budget,69062.77294386126
Tamil Nadu,8,13,5,Moderate,163138.8506177658
Rajasthan,4,8,2,Luxury,157892.60954225945
Tamil Nadu,8,9,6,Moderate,133327.09179715352
Rajasthan,12,1,7,Luxury,66142.39682087634
Uttarakhand,10,5,2,Budget,15321.943705900016
Uttarakhand,7,12,8,Moderate,174342.53077347728
Himachal Pradesh,11,7,5,Moderate,100872.76272096694
Goa,11,8,8,Moderate,320853.75896153616
Uttarakhand,7,14,3,Luxury,338970.2850446822
Tamil Nadu,1,11,2,Luxury,271597.0825289296
Uttarakhand,6,2,7,Budget,22019.954658718103
Himachal Pradesh,4,12,5,Luxury,498348.3710047954
Maharashtra,10,11,5,Luxury,591312.4596055078
Tamil Nadu,10,14,8,Moderate,244214.00761249612
Himachal Pradesh,10,4,9,Budget,41446.707702260166
Delhi,11,7,8,Budget,65659.72168547264
Delhi,12,5,2,Moderate,37911.12786428245
Kerala,2,1,7,Luxury,62940.22253964504
Rajasthan,10,13,5,Luxury,594498.9816294608
Goa,7,14,7,Moderate,337854.262962215
Agra,9,2,3,Moderate,13951.731250382418
Karnataka,5,5,4,Luxury,169606.08279817353
Himachal Pradesh,8,6,7,Budget,63997.294124891465
Maharashtra,5,1,2,Moderate,7155.138396390503
Karnataka,7,12,2,Luxury,231290.97409828237
Maharashtra,7,3,1,Moderate,13743.920021145374
Karnataka,9,6,1,Budget,10745.147420059078
Himachal Pradesh,3,6,1,Budget,10087.801904868027
Agra,1,7,6,Luxury,301937.13581229746
Karnataka,2,10,5,Budget,64759.85345728782
Himachal Pradesh,12,12,8,Moderate,300165.6291543258
Uttarakhand,6,14,5,Budget,125326.44677749024
Agra,10,14,1,Luxury,107669.7917320368
Tamil Nadu,10,3,8,Moderate,45566.974118342754
Maharashtra,12,1,6,Budget,12725.033328773907
Delhi,9,13,8,Budget,131664.87286242156
Rajasthan,3,7,2,Budget,25600.73373185654
Delhi,10,12,8,Luxury,695746.7158013876
Agra,2,11,6,Luxury,467087.36944391514
Tamil Nadu,11,3,1,Budget,5539.9691754911855
Maharashtra,1,5,1,Moderate,23952.55866587081
Tamil Nadu,2,4,5,Budget,24307.553262401976
Karnataka,3,12,7,Moderate,248909.11013698622
Maharashtra,7,1,4,Moderate,14855.361700258074
Karnataka,2,12,5,Luxury,607248.2563108001
Himachal Pradesh,5,7,3,Budget,46832.037576014205
Agra,2,14,2,Luxury,248105.23840098066
Himachal Pradesh,7,13,2,Budget,50575.76766433068
Kerala,10,4,5,Moderate,56218.99047349458
Tamil Nadu,8,1,4,Luxury,35345.97171031965
Karnataka,8,11,2,Luxury,208958.44348562104
Uttarakhand,8,6,5,Luxury,218517.05864048176
Himachal Pradesh,10,4,9,Moderate,87402.55156671876
Kerala,9,13,8,Luxury,796614.1539859726
Goa,1,4,9,Budget,82110.80973196994
Delhi,12,2,9,Budget,20919.139784924348
Maharashtra,1,1,8,Moderate,23485.88937834943
Kerala,10,3,9,Luxury,184903.86932359816
Agra,2,10,4,Budget,56384.42532114599
Himachal Pradesh,11,5,8,Luxury,327292.99146081635
Agra,6,12,2,Budget,32859.07525044285
Delhi,1,9,9,Moderate,223093.50418678013
Uttarakhand,5,14,9,Budget,147894.2921621373
Tamil Nadu,5,7,3,Budget,26578.36676695697
Tamil Nadu,4,4,6,Budget,32950.41033063127
Agra,11,8,7,Moderate,156956.69890702644
Karnataka,5,12,3,Budget,53527.59872018636
Uttarakhand,12,4,5,Moderate,67330.0490501457
Tamil Nadu,1,6,1,Moderate,26259.050018687143
Uttarakhand,11,12,3,Budget,45366.743597715715
Kerala,11,1,8,Luxury,103795.64544005996
Uttarakhand,6,14,3,Budget,86569.05683084713
Rajasthan,7,6,8,Moderate,114352.40104096393
Delhi,8,10,9,Luxury,583128.7026454785
Tamil Nadu,2,5,6,Budget,38044.20382752701
Uttarakhand,7,14,7,Budget,99389.69149555676
Agra,6,2,6,Budget,12431.035167972184
Goa,9,1,8,Budget,11980.988343455252
Rajasthan,8,13,7,Budget,108177.7505631082
Rajasthan,11,6,1,Luxury,95670.5471016825
Karnataka,4,11,3,Budget,50879.60854956024
Uttarakhand,9,2,3,Moderate,17092.456631920097
Karnataka,1,9,3,Moderate,96349.86489219776
Karnataka,11,9,4,Luxury,351148.09486626514
Goa,6,1,1,Moderate,5109.007105962404
Kerala,8,5,2,Luxury,121628.48598131836
Uttarakhand,11,8,5,Moderate,102340.52165581533
Himachal Pradesh,11,4,6,Luxury,208340.28534818243
Tamil Nadu,4,3,9,Budget,26819.602426780482
Karnataka,2,5,2,Moderate,39355.44588607407
Delhi,11,5,9,Moderate,122709.1840177151
Maharashtra,2,8,7,Luxury,468010.34586456924
Delhi,10,6,9,Luxury,311438.1457199656
Goa,1,2,4,Luxury,119793.32495271886
Goa,5,11,7,Moderate,216921.3755299491
Agra,6,1,1,Luxury,8973.165062588543
Kerala,4,13,8,Budget,123136.2511624107
Tamil Nadu,4,3,7,Luxury,137339.30606514195
Karnataka,5,2,7,Budget,16135.677044158725
Delhi,5,4,2,Budget,14987.02845962157
Maharashtra,9,3,9,Luxury,175567.18645860918
Goa,8,9,8,Budget,100618.7006399367
Goa,9,5,1,Budget,10433.772017458035
Kerala,3,4,1,Budget,6819.926453333636
Maharashtra,3,10,5,Luxury,568804.02210278
Maharashtra,1,9,2,Luxury,244094.35109599878
Kerala,10,4,1,Budget,8005.46020370925
Goa,6,6,8,Moderate,143879.38567169913
Tamil Nadu,4,14,4,Budget,81143.12403814058
Uttarakhand,11,10,2,Luxury,180225.46704122322
Uttarakhand,8,1,5,Budget,6580.152436135801
Kerala,2,13,6,Budget,125836.81124668331
Maharashtra,11,2,8,Luxury,178575.02866074364
Karnataka,2,4,7,Luxury,227809.50856005243
Kerala,7,9,7,Moderate,174401.18635045103
Tamil Nadu,5,6,1,Budget,9735.475382504572
Kerala,1,6,3,Budget,51659.72036667566
Rajasthan,7,11,3,Budget,53955.79656363031
Delhi,7,9,7,Moderate,150663.50105925664
Maharashtra,10,12,2,Moderate,91045.35634891827
Agra,6,4,7,Budget,33749.57103447492
Agra,4,3,9,Luxury,157469.70023955868
Maharashtra,12,7,1,Budget,16088.256994598696
Tamil Nadu,8,12,2,Budget,35274.44948914774
Rajasthan,12,7,6,Budget,92453.43956553547
Rajasthan,11,9,2,Luxury,282319.5963788018
Goa,2,6,2,Moderate,48387.48616502781
Delhi,2,2,5,Moderate,26859.366548588463
Uttarakhand,2,6,7,Budget,45331.144963425606
Himachal Pradesh,3,8,4,Budget,46816.32072876575
Tamil Nadu,6,6,6,Budget,44699.27005555486
Himachal Pradesh,1,9,3,Luxury,299090.5139208477
Himachal Pradesh,11,4,4,Budget,26336.592720817196
Maharashtra,2,3,4,Luxury,134532.4978108165
Agra,10,11,4,Budget,57705.352910892
Agra,2,5,1,Budget,6507.51471615382
Uttarakhand,12,3,4,Budget,20709.838880171756
Maharashtra,1,11,4,Moderate,180033.3836852233
Himachal Pradesh,3,12,6,Budget,114580.65339065061
Karnataka,10,2,9,Budget,19073.061851560462
Agra,7,2,6,Budget,12799.82373529489
Tamil Nadu,1,4,6,Budget,31155.632418544308
Tamil Nadu,7,3,7,Luxury,166140.50918845023
Goa,5,9,7,Luxury,645100.3637899581
Kerala,9,14,1,Budget,30233.788700714165
Karnataka,2,7,8,Luxury,389943.7128306338
Agra,1,6,1,Budget,9433.917030719056
Rajasthan,9,10,9,Budget,87795.79960978992
Agra,8,12,4,Luxury,406075.42484361684
Goa,10,8,9,Luxury,527264.9224173654
Tamil Nadu,6,9,8,Budget,86353.18598537226
Himachal Pradesh,5,3,9,Moderate,87108.4401458837
Rajasthan,8,12,6,Budget,100582.11060037806
Maharashtra,8,10,9,Budget,111822.88025851891
Delhi,5,7,4,Moderate,94103.41119522405
Himachal Pradesh,12,9,3,Luxury,357537.6634515568
Delhi,7,1,3,Moderate,9655.348774777416
Karnataka,1,10,8,Budget,100517.62576209399
Kerala,4,9,2,Luxury,203995.1010290979
Rajasthan,2,14,6,Moderate,251770.05438212157
Uttarakhand,10,7,9,Moderate,106014.11676502229
Rajasthan,3,10,9,Budget,94690.59789108978
Agra,12,14,8,Moderate,270123.73143433844
Tamil Nadu,1,4,8,Budget,46518.30641355216
Agra,11,13,1,Luxury,131867.0861823271
Agra,11,11,7,Moderate,194211.1803113614
Karnataka,2,12,1,Luxury,152668.34625482556
Himachal Pradesh,1,6,9,Luxury,399169.4575015472
Uttarakhand,8,11,3,Budget,51945.270220804014
Uttarakhand,4,11,1,Moderate,38162.19906919985
Agra,3,6,8,Luxury,282082.64022608846
Delhi,1,6,7,Moderate,121048.2120754407
Karnataka,2,2,2,Moderate,13025.801982817964
Agra,3,5,7,Moderate,72749.5688356386
Kerala,3,7,5,Moderate,95888.87948678249
Tamil Nadu,6,6,7,Luxury,255880.53738467858
Himachal Pradesh,10,3,7,Moderate,52294.86290618148
Maharashtra,8,11,2,Budget,41699.40061770397
Kerala,6,12,2,Budget,48438.83718579035
Delhi,2,5,7,Moderate,77301.97218085409
Rajasthan,2,13,3,Moderate,133750.70752125938
Rajasthan,7,8,4,Budget,51895.4462853047
Kerala,1,11,7,Moderate,331844.37071762205
Agra,1,5,2,Luxury,102338.26285386481
Maharashtra,7,12,2,Moderate,94823.43492732575
Goa,9,10,9,Moderate,237207.30367819435
Goa,5,3,1,Luxury,35501.185470404125
Delhi,11,9,3,Moderate,106819.37052250278
Agra,1,11,4,Luxury,413286.50114975695
Uttarakhand,5,3,5,Luxury,137850.89494493522
Uttarakhand,11,2,3,Budget,7869.387424119207
Himachal Pradesh,1,6,9,Budget,60384.03700629097
Maharashtra,10,8,5,Moderate,150580.7285583729
Maharashtra,12,6,7,Budget,84985.13207333
Rajasthan,9,1,7,Moderate,18443.073838397293
Karnataka,4,8,9,Moderate,171796.436338524
Delhi,9,1,2,Budget,3240.4864255350067
Goa,2,9,3,Budget,55838.761294713375
Delhi,7,8,4,Moderate,87569.25665560244
Uttarakhand,12,6,8,Moderate,149762.3797577306
Uttarakhand,2,2,1,Moderate,5554.786533812803
Kerala,12,13,9,Luxury,1232229.7163571357
Himachal Pradesh,4,9,5,Moderate,150399.07787145607
Maharashtra,6,8,4,Moderate,130685.74800465889
Tamil Nadu,2,13,8,Moderate,236234.48862404932
Delhi,2,4,9,Budget,34366.99236318701
Uttarakhand,2,2,3,Budget,8824.222618608248
Karnataka,3,13,4,Luxury,499526.65521426155
Rajasthan,5,14,1,Moderate,55846.74489579653
Goa,9,6,3,Moderate,80339.8833487586
Himachal Pradesh,6,1,5,Moderate,18400.889221040623
Karnataka,12,7,8,Moderate,148044.77451521982
Himachal Pradesh,9,1,1,Moderate,4189.793268612829
Kerala,10,13,1,Moderate,59370.56358970565
Tamil Nadu,5,6,3,Budget,25083.47641056073
Uttarakhand,11,5,9,Luxury,274031.0728099713
Rajasthan,6,12,9,Budget,106861.41878730517
Karnataka,10,10,1,Budget,15953.087263158528
Himachal Pradesh,12,14,4,Budget,139131.2477502082
Maharashtra,8,3,8,Luxury,210644.48232875607
Kerala,3,6,2,Moderate,39489.188490135435
Maharashtra,2,4,4,Luxury,153133.9186552868
Rajasthan,3,14,7,Budget,138040.6745483737
Karnataka,9,12,7,Budget,113699.94401399426
Kerala,6,6,5,Budget,52326.20362773922
Karnataka,10,4,7,Budget,35048.46548650134
Uttarakhand,12,1,6,Moderate,20270.355876794423
Agra,4,5,2,Budget,14762.494029914073
Kerala,10,8,9,Budget,94332.05356396984
Maharashtra,3,6,5,Moderate,95928.52973675674
Rajasthan,2,10,2,Budget,34968.32136432801
Tamil Nadu,4,9,6,Moderate,144702.50000613567
Uttarakhand,9,4,5,Luxury,167660.5085920374
Agra,4,10,2,Moderate,56987.02370872746
Tamil Nadu,12,9,7,Budget,86620.2544639341
Goa,5,8,2,Moderate,60285.01368701049
Uttarakhand,8,3,7,Budget,23503.948029115403
Rajasthan,2,14,6,Budget,116928.94829616194
Himachal Pradesh,12,6,4,Luxury,366665.0157617984
Kerala,11,4,4,Budget,36212.442922818336
Karnataka,3,1,6,Budget,9496.04104082703
Rajasthan,6,9,9,Budget,78264.85693189946
Kerala,12,4,6,Moderate,97498.05594300765
Tamil Nadu,7,11,6,Budget,72229.71942727169
Karnataka,4,14,1,Budget,29708.360139384742
Delhi,1,5,5,Budget,42768.83325962628
Maharashtra,7,3,1,Luxury,35198.6037543022
Goa,12,4,9,Luxury,413456.83621915773
Uttarakhand,9,13,4,Moderate,160545.90658159478
Rajasthan,1,9,2,Luxury,301641.4520036067
Goa,1,7,9,Luxury,731000.9798440858
Himachal Pradesh,1,8,6,Moderate,118889.54703825484
Kerala,10,3,3,Luxury,106925.5133907991
Kerala,7,3,2,Budget,12817.323666406062
Rajasthan,11,14,6,Budget,182120.87177005064
Agra,9,7,6,Budget,53103.98126889415
Agra,3,8,9,Luxury,397653.21289382176
Delhi,8,14,5,Moderate,215971.94073823825
Maharashtra,9,5,9,Luxury,385505.648529163
Karnataka,3,1,5,Moderate,16531.17036641759
Himachal Pradesh,12,3,2,Budget,15558.52944685224
Goa,12,5,1,Moderate,36246.12657744446
Agra,3,3,9,Budget,25913.298532760786
Delhi,1,14,7,Luxury,942921.1535624658
Delhi,2,1,3,Luxury,26043.867058755503
Rajasthan,7,7,6,Moderate,93784.54091848087
Himachal Pradesh,3,1,4,Luxury,38875.11249467458
Tamil Nadu,7,10,9,Moderate,192396.3487867969
Karnataka,5,13,2,Luxury,243335.94435420263
Maharashtra,10,6,4,Luxury,259568.2892705091
Uttarakhand,8,6,1,Luxury,54392.98724531629
Rajasthan,5,14,7,Moderate,264463.4443158372
Karnataka,3,7,4,Moderate,77499.51068738125
Uttarakhand,9,12,5,Moderate,169630.9574674999
Uttarakhand,7,11,1,Luxury,109109.10500756884
Himachal Pradesh,5,1,2,Budget,5689.962027783066
Himachal Pradesh,7,11,4,Moderate,160693.37910627594
Goa,11,3,2,Budget,21020.10858862158
Delhi,10,12,1,Moderate,42379.387949789976
Karnataka,9,9,1,Moderate,29729.16435693178
Rajasthan,5,2,6,Budget,14452.627819359564
Kerala,7,14,2,Budget,51887.31982180682
Rajasthan,11,5,3,Luxury,227233.70356310386
Goa,9,3,5,Budget,27363.319314658936
Maharashtra,1,12,3,Moderate,160273.49386563207
Delhi,4,12,6,Budget,93863.09914510135
Kerala,1,13,7,Budget,204944.42496559786
Agra,8,5,6,Budget,29035.358901055362
Maharashtra,3,7,2,Budget,27449.304621320534
Himachal Pradesh,2,1,9,Luxury,62902.6818807451
Uttarakhand,4,3,2,Moderate,18725.43951392161
Agra,11,11,6,Moderate,184545.01261892068
Rajasthan,3,13,9,Moderate,212784.754932394
Rajasthan,11,6,9,Luxury,519171.24542408437
Himachal Pradesh,5,7,2,Budget,35914.50102628474
Goa,8,10,9,Moderate,268868.84582411434
Karnataka,10,3,8,Moderate,62223.494865412926
Agra,8,4,7,Budget,25265.41920084912
Agra,11,6,8,Moderate,114204.12410588122
Tamil Nadu,7,5,8,Budget,45357.45059167651
Maharashtra,8,11,1,Luxury,141932.3554412083
Delhi,5,9,9,Moderate,179100.1211738163
Maharashtra,10,13,6,Moderate,217443.71264100456
Karnataka,10,12,1,Budget,19997.150863155508
Rajasthan,11,1,1,Luxury,16140.933433715474
Rajasthan,12,13,7,Moderate,364592.03259706666
Rajasthan,11,5,2,Budget,21391.304743781977
Tamil Nadu,6,11,6,Luxury,480676.3588895103
Rajasthan,8,1,5,Budget,8033.3128653878275
Karnataka,1,8,5,Moderate,153407.14742294038
Himachal Pradesh,6,7,6,Moderate,165075.67628538914
Delhi,6,5,8,Moderate,80026.50366752144
Karnataka,11,6,5,Budget,51029.17418617203
Delhi,5,4,8,Luxury,195758.172772605
Karnataka,4,9,5,Moderate,150014.32628953096
Rajasthan,1,14,6,Moderate,349170.56396144716
Himachal Pradesh,11,3,8,Budget,32802.862328143
Agra,10,2,2,Moderate,12759.328670246909
Maharashtra,11,7,7,Budget,89207.7389326441
Uttarakhand,8,13,3,Moderate,95694.33889527828
Himachal Pradesh,6,2,9,Luxury,175267.50908583202
Agra,3,13,7,Moderate,208442.0384252772
Goa,12,6,3,Budget,51632.167627716466
Karnataka,3,11,8,Moderate,238798.79976005686
Goa,12,8,2,Budget,58946.04740489251
Agra,6,3,8,Budget,23745.82556042376
Himachal Pradesh,12,3,7,Budget,39468.47698782062
